query	question	option_1	option_2	option_3	option_4	option_5	impression_level	engagement_level	option_cctr_1	option_cctr_2	option_cctr_3	option_cctr_4	option_cctr_5
wizards of waverly place	Select one to refine your search	full episodes	cast	theme song	dvd	cancelled	high	1	1	0	0	0	0
wma to mp3 converter	Select one to refine your search	windows 10 wma to mp3 converter	windows 8 wma to mp3 converter				low	8	0	1	0	0	0
wma to mp3 converter	Select one to refine your search	for windows 10	windows 7	for windows 8	windows xp	windows vista	low	0	0	0	0	0	0
wma to mp3 converter	Select one to refine your search	for windows 10	windows 7	for windows 8	windows xp	linux	low	0	0	0	0	0	0
wma to mp3 converter	Select one to refine your search	for windows 10	windows 7	for windows 8	linux		medium	0	0	0	0	0	0
women plus size clothing	Select one to refine your search	older women plus size clothing	young women plus size clothing				medium	0	0	0	0	0	0
women plus size clothing	Select one to refine your search	women petite plus size clothing	women tall plus size clothing				low	10	1	0	0	0	0
women plus size clothing	Select one to refine your search	women plus size clothing canada	women plus size clothing australia	women plus size clothing usa			low	0	0	0	0	0	0
womens long sleeve tops	Select one to refine your search	cotton	jersey				high	6	1	0	0	0	0
womens long sleeve tops	Select one to refine your search	cotton	jersey	chiffon			low	0	0	0	0	0	0
womens long sleeve tops	Select one to refine your search	cotton	jersey	lace	velvet	chiffon	high	0	0	0	0	0	0
word 2013 free download	Select one to refine your search	word 2013 free download for windows 10	word 2013 free download windows 8	word 2013 free download windows 7			medium	5	1	0	0	0	0
word 2013 free download	What version of Windows are you looking for?	word 2013 free download windows 10	word 2013 free download windows 7	word 2013 free download windows 8	windows vista		high	8	0.666666667	0.333333333	0	0	0
word 2013 free download	What version of Windows are you looking for?	word 2013 free download windows 10	word 2013 free download windows 8	word 2013 free download windows 7	windows vista		low	0	0	0	0	0	0
world war 2 facts	Select one to refine your search	japan	germany	italy	poland	china	high	3	0	0	0	1	0
world war 2 facts	Select one to refine your search	world war 2 facts for kids	world war 2 facts about women				high	4	0.75	0.25	0	0	0
world war 2 facts	Select one to refine your search	world war 2 facts for kids	world war 2 facts about women	world war 2 facts for teens			medium	6	0.5	0.5	0	0	0
wrist watches for women	Select one to refine your search	citizen	fossil	gucci	seiko	rolex	medium	0	0	0	0	0	0
wrist watches for women	Select one to refine your search	citizen	fossil	gucci	seiko	cartier	medium	0	0	0	0	0	0
wrist watches for women	Select one to refine your search	citizen	gucci	fossil	seiko	rolex	medium	4	0	0	0	1	0
wrist watches for women	Select one to refine your search	citizen	seiko	timex	fossil	cartier	low	0	0	0	0	0	0
wrist watches for women	Select one to refine your search	gucci	fossil	citizen	seiko	rolex	medium	0	0	0	0	0	0
wrist watches for women	Select one to refine your search	gucci	fossil	citizen	rolex	seiko	medium	0	0	0	0	0	0
write letter on computer	Select one to refine your search	write letter on mac computer	write letter on laptop computer				low	10	0.666666667	0.333333333	0	0	0
write letter on computer	Select one to refine your search	write letter on windows computer	write letter on hp computer	write letter on apple computer			low	10	0.666666667	0.333333333	0	0	0
write letter on computer	Select one to refine your search	write letter on windows computer	write letter on mac computer				low	9	1	0	0	0	0
xbox 360 controller driver	Select one to refine your search	windows 10	windows 8	windows 7	windows vista	microsoft	low	8	1	0	0	0	0
xbox 360 controller driver	Select one to refine your search	windows 10	windows 7	windows 8	windows xp	mac os x	high	0	0	0	0	0	0
xbox 360 controller driver	Select one to refine your search	windows 7	for windows 8	windows vista	windows xp		low	10	0	1	0	0	0
xeloda	Select one to refine your search	side effects of xeloda	manufacturer of xeloda	fda approval for xeloda			high	2	0	1	0	0	0
xeloda	Select one to refine your search	xeloda generic	xeloda mechanism of action				high	2	1	0	0	0	0
xeloda	Select one to refine your search	xeloda side effects	xeloda cost	xeloda manufacturer	xeloda package insert	xeloda chemotherapy	high	3	0	0	1	0	0
xeloda	Select one to refine your search	xeloda side effects	xeloda cost	xeloda package insert	xeloda chemotherapy	xeloda j code	high	1	1	0	0	0	0
xenoverse 2 mods	Select one to refine your search	xbox one	ps4	pc			high	3	1	0	0	0	0
xenoverse 2 mods	Select one to refine your search	xbox one	ps4	pc	steam		medium	0	0	0	0	0	0
xenoverse 2 mods	Select one to refine your search	xbox one	ps4	pc	steam	xb1	medium	0	0	0	0	0	0
yahoo free games online	Select one to refine your search	mahjong games	yahoo free dominoes games online	bingo games	chess games		medium	0	0	0	0	0	0
yahoo free games online	Select one to refine your search	mahjong games	solitaire games	bingo games	chess games	poker	low	0	0	0	0	0	0
yahoo free games online	Select one to refine your search	solitaire games	mahjong games	bingo games	slot games	chess games	medium	4	1	0	0	0	0
yamaha golf cart parts	Select one to refine your search	yamaha electric golf cart parts	yamaha gas golf cart parts				high	2	0	1	0	0	0
yamaha golf cart parts	Select one to refine your search	body parts parts	engine	clutch	steering parts	brake parts parts	medium	0	0	0	0	0	0
yamaha golf cart parts	Select one to refine your search	yamaha golf cart rear end parts	yamaha golf cart front end parts				medium	0	0	0	0	0	0
yanmar	Select one to refine your search	yanmar diesel engines	yanmar gas engine				medium	0	0	0	0	0	0
yanmar	Select one to refine your search	yanmar engines	yanmar tractors	yanmar pumps	yanmar pressure washers		medium	6	0	1	0	0	0
yanmar	Select one to refine your search	yanmar generators	yanmar engines	yanmar tractors	yanmar construction equipment	yanmar skid steer	medium	7	0	0	0	1	0
yanmar	Select one to refine your search	yanmar tractors	yanmar engines	yanmar pumps	yanmar pressure washers		medium	0	0	0	0	0	0
yarn	Select one to refine your search	cotton yarn	alpaca yarn	wool yarn	bamboo yarn	bamboo yarn	high	2	0	1	0	0	0
yarn	Select one to refine your search	nylon yarn	lace yarn	silk yarn	bamboo yarn	chenille yarn	high	0	0	0	0	0	0
yarn	Select one to refine your search	yarn stories	yarn quotes	yarn cartoon			high	3	0.2	0.4	0.4	0	0
yarn	Select one to refine your search	yarn types	yarn for sale	eggs	facts		high	0	0	0	0	0	0
yellow gold engagement rings	Select one to refine your search	14k yellow gold engagement rings	10k yellow gold engagement rings	18k yellow gold engagement rings			medium	10	0.666666667	0.333333333	0	0	0
yellow gold engagement rings	Select one to refine your search	14k yellow gold engagement rings	18k yellow gold engagement rings	10k yellow gold engagement rings			high	3	0	1	0	0	0
yellow gold engagement rings	Select one to refine your search	yellow gold engagement rings for women	yellow gold engagement rings for men				low	0	0	0	0	0	0
yellowstone lodging	Select one to refine your search	east yellowstone lodging	north yellowstone lodging	south yellowstone lodging	west yellowstone lodging		medium	0	0	0	0	0	0
yellowstone lodging	Select one to refine your search	east yellowstone lodging	south yellowstone lodging	north yellowstone lodging	west yellowstone lodging		low	0	0	0	0	0	0
yellowstone lodging	Select one to refine your search	east entrance	yellowstone west entrance lodging	yellowstone south entrance lodging	north entrance		low	0	0	0	0	0	0
yellowstone lodging	Select one to refine your search	yellowstone lodging west entrance	yellowstone lodging east entrance	yellowstone lodging south entrance			medium	6	1	0	0	0	0
ymi jeans	Select one to refine your search	ymi boot cut jeans	ymi skinny jeans	ymi flare jeans	ymi white jeans	ymi womens jeans	low	0	0	0	0	0	0
ymi jeans	Select one to refine your search	ymi jeans for girls	ymi jeans boys				low	0	0	0	0	0	0
ymi jeans	Select one to refine your search	ymi skinny jeans	ymi boot cut jeans	ymi flare jeans	ymi white jeans	ymi womens jeans	medium	6	0	1	0	0	0
yoga shoes	Select one to refine your search	yoga shoes for women	yoga shoes for men	yoga shoes for boys			low	0	0	0	0	0	0
yoga shoes	Select one to refine your search	for women	yoga shoes for men	yoga shoes for kids			medium	0	0	0	0	0	0
yoga shoes	Select one to refine your search	yoga shoes for women	yoga shoes men	yoga shoes for girls			high	6	0.5	0.5	0	0	0
york pennsylvania	Select one to refine your search	york pennsylvania zip code	weather	hotels			low	0	0	0	0	0	0
york pennsylvania	What would you like to know about this city?	york pennsylvania weather	things to do	zip code	population		medium	6	0	0	0	1	0
york pennsylvania	What would you like to know about this city?	weather	zip code	things to do	population		low	0	0	0	0	0	0
you can count on me	Select one to refine your search	lyrics	cast	trailer	chords		medium	5	0	1	0	0	0
you can count on me	Select one to refine your search	lyrics	cast	trailer	you can count on me soundtrack	chords	low	0	0	0	0	0	0
you can count on me	Select one to refine your search	lyrics	you can count on me film	chords			low	0	0	0	0	0	0
you can count on me	Select one to refine your search	you can count on me movie	you can count on me quotes	you can count on me book			low	0	0	0	0	0	0
youtube activate enter code for tv	Select one to refine your search	samsung	lg	tv philips	vizio	sony	high	10	0.428571429	0.142857143	0	0.142857143	0.285714286
youtube activate enter code for tv	Select one to refine your search	samsung	roku				high	10	0.764705882	0.235294118	0	0	0
youtube activate enter code for tv	Select one to refine your search	samsung	lg	philips	vizio	sony	medium	8	1	0	0	0	0
youtube activate enter code for tv	Select one to refine your search	roku	samsung				high	10	0	1	0	0	0
youtube activate enter code for tv	Select one to refine your search	samsung	lg	philips	sony	vizio	low	0	0	0	0	0	0
youtube audio downloader	Select one to refine your search	youtube audio downloader chrome	youtube audio downloader firefox				medium	0	0	0	0	0	0
youtube audio downloader	Select one to refine your search	mp3	youtube audio downloader mac	android	ios	for ipod	high	0	0	0	0	0	0
youtube audio downloader	Select one to refine your search	mp3	mp4	flac	avi		medium	0	0	0	0	0	0
youtube audio downloader	Select one to refine your search	mp3	mp4	flac	avi	for ipod	medium	5	0	1	0	0	0
youtube banner template	Select one to refine your search	photoshop	youtube banner template pdf	on word	in publisher	excel	high	0	0	0	0	0	0
youtube banner template	Select one to refine your search	youtube banner template psd	youtube banner template png	youtube banner template pdf	excel		medium	0	0	0	0	0	0
youtube banner template	Select one to refine your search	youtube banner template psd	youtube banner template png	youtube banner template pdf	in word	excel	high	3	0	0	1	0	0
youtube bethel music	Select one to refine your search	with lyrics	music albums	chords	concert		low	0	0	0	0	0	0
youtube bethel music	Select one to refine your search	with lyrics	youtube bethel music band	chords			low	0	0	0	0	0	0
youtube bethel music	Select one to refine your search	with lyrics	full album	chords	band		medium	5	0	1	0	0	0
youtube bethel music	Select one to refine your search	with lyrics	on vinyl	youtube bethel music band	cd		low	0	0	0	0	0	0
youtube cartoons for kids	Select one to refine your search	youtube car cartoons for kids	youtube truck cartoons for kids				high	2	1	0	0	0	0
youtube cartoons for kids	Select one to refine your search	disney	looney tunes				low	0	0	0	0	0	0
youtube cartoons for kids	Select one to refine your search	disney	youtube cartoons for kids looney tunes				high	0	0	0	0	0	0
youtube cartoons for kids	Select one to refine your search	peppa pig	disney	mickey mouse	tom and jerry	sofia the first	medium	4	0	0	1	0	0
youtube cartoons for kids	Select one to refine your search	tom and jerry	sofia the first	spongebob	youtube cartoons for kids looney tunes		high	3	0	0	1	0	0
youtube documentaries	Select one to refine your search	bbc	pbs	hbo	youtube science documentaries		medium	0	0	0	0	0	0
youtube documentaries	Select one to refine your search	youtube documentaries animals	youtube documentaries for kids				low	0	0	0	0	0	0
youtube documentaries	Select one to refine your search	youtube nature documentaries	science				high	0	0	0	0	0	0
youtube documentaries	Select one to refine your search	science	youtube archaeology documentaries				medium	6	1	0	0	0	0
youtube horrid henry	Select one to refine your search	youtube horrid henry full episodes	youtube horrid henry cartoon				high	3	1	0	0	0	0
youtube horrid henry	Select one to refine your search	youtube horrid henry the movie	youtube horrid henry book	youtube horrid henry characters			low	0	0	0	0	0	0
youtube horrid henry	Select one to refine your search	youtube horrid henry the movie	youtube horrid henry tv				medium	0	0	0	0	0	0
youtube mr bean	Select one to refine your search	for kids	wedding	baby			medium	0	0	0	0	0	0
youtube mr bean	Select one to refine your search	youtube mr bean cartoon	youtube mr bean quotes				medium	0	0	0	0	0	0
youtube mr bean	Select one to refine your search	youtube mr bean for kids	youtube mr bean wedding	youtube mr bean baby			medium	0	0	0	0	0	0
youtube mr bean	Select one to refine your search	youtube mr bean full episodes	youtube mr bean cartoon				high	5	0	1	0	0	0
youtube mr bean	Select one to refine your search	youtube mr. bean movie	youtube mr. bean show				medium	0	0	0	0	0	0
youtube music free music	Select one to refine your search	country music	gospel music	70s music			high	9	0.333333333	0.111111111	0.555555556	0	0
youtube music free music	Select one to refine your search	country music	gospel music	jazz music	classical music		high	9	0	1	0	0	0
youtube music free music	Select one to refine your search	country	pop	rock			medium	10	0.2	0.4	0.4	0	0
youtube music playlist	Select one to refine your search	country music	gospel music	pop music	jazz music	rock music	medium	4	1	0	0	0	0
youtube music playlist	Select one to refine your search	classic rock	country	pop	hip hop	80s	high	5	0.5	0	0.5	0	0
youtube music playlist	Select one to refine your search	classic rock	country	pop	love songs	hip hop	high	3	1	0	0	0	0
youtube music playlist	Select one to refine your search	rap music	dance music	soul music	pop music	acoustic music	medium	7	0	0	0	1	0
youtube new song	Select one to refine your search	youtube new song bollywood	youtube new song reggae				low	9	1	0	0	0	0
youtube new song	Select one to refine your search	samoan	hindi	bangla	punjabi	thai	low	0	0	0	0	0	0
youtube new song	Select one to refine your search	samoan	thai	bangla	hindi	punjabi	low	0	0	0	0	0	0
youtube not working	Select one to refine your search	windows 10	windows 7	windows 8	on windows xp	on windows vista	low	9	0	1	0	0	0
youtube not working	What version of Windows are you looking for?	windows 10	windows 7	windows 8	windows vista		medium	0	0	0	0	0	0
youtube not working	What version of Windows are you looking for?	windows 10	windows 8	windows 7	windows vista		low	0	0	0	0	0	0
youtube popping blackheads	Select one to refine your search	on face	on nose	in ears			medium	7	0	0	1	0	0
youtube popping blackheads	Select one to refine your search	on nose	on face	in ears			low	0	0	0	0	0	0
youtube popping blackheads	Select one to refine your search	on face	in ears	on nose			low	0	0	0	0	0	0
youtube sis vs bro	Select one to refine your search	roblox	minecraft	fortnite			medium	0	0	0	0	0	0
youtube sis vs bro	Select one to refine your search	roblox	fortnite	minecraft			low	0	0	0	0	0	0
youtube sis vs bro	Select one to refine your search	youtube sis vs bro roblox	youtube sis vs bro minecraft	youtube sis vs bro fortnite			high	2	0.333333333	0.333333333	0.333333333	0	0
youtube stars	Select one to refine your search	how old are youtube stars	middle aged youtube stars				low	0	0	0	0	0	0
youtube stars	Select one to refine your search	dancing with the	cooking				medium	4	1	0	0	0	0
youtube stars	Select one to refine your search	youtube stars for kids	youtube stars for teens				low	0	0	0	0	0	0
youtube video downloader free	Select one to refine your search	youtube 3gp video downloader free	youtube mp3 video downloader free	youtube mp4 video downloader free			medium	0	0	0	0	0	0
youtube video downloader free	Select one to refine your search	youtube video downloader for windows 10 free	youtube video downloader for windows 7 free				medium	4	1	0	0	0	0
youtube video downloader free	Select one to refine your search	youtube video downloader free for windows 10	youtube video downloader free windows 8				medium	0	0	0	0	0	0
youtube video downloader free	Select one to refine your search	mac	for pc	youtube video downloader free iphone			high	0	0	0	0	0	0
ytterbium	Select one to refine your search	boiling point of	freezing point of	melting temperature of	mass of		medium	7	0	1	0	0	0
ytterbium	Select one to refine your search	cost of ytterbium	pronunciation of ytterbium				low	0	0	0	0	0	0
ytterbium	Select one to refine your search	ytterbium pronunciation	ytterbium cost	ytterbium for sale			low	0	0	0	0	0	0
yucca	Select one to refine your search	yellow yucca	blue yucca	red yucca	pink yucca	purple yucca	medium	0	0	0	0	0	0
yucca	Select one to refine your search	yucca benefits	yucca nutrition facts	yucca powder	yucca for sale		high	1	0	0	1	0	0
yucca	Select one to refine your search	yucca valley	yucca mountain	yucca desert	yucca lake	yucca canyon	high	3	0	0	0	1	0
yul	Select one to refine your search	flights to yul	car rental yul	hotels at yul			medium	0	0	0	0	0	0
yul	Select one to refine your search	yul airport	yul hotels	yul restaurants			medium	7	1	0	0	0	0
yul	Select one to refine your search	yul departures	yul airport code	yul parking	yul weather		high	6	1	0	0	0	0
yul	Select one to refine your search	yul departures	yul airport code	yul weather	yul parking		medium	7	1	0	0	0	0
yupoo	Select one to refine your search	yupoo gucci	yupoo nike	yupoo vans	yupoo versace		medium	6	0	1	0	0	0
yupoo	Select one to refine your search	yupoo jordan shoes	yupoo nike shoes	yupoo nike air max			low	7	1	0	0	0	0
yupoo	Select one to refine your search	yupoo shoes	yupoo clothing	yupoo watches	yupoo bags	yupoo sunglasses	low	9	1	0	0	0	0
yvr	Select one to refine your search	lax to yvr	sfo to yvr	dfw to yvr			medium	0	0	0	0	0	0
yvr	Select one to refine your search	long term parking yvr	short term parking yvr				high	0	0	0	0	0	0
yvr	Select one to refine your search	yvr arrivals	yvr hotels	yvr weather	yvr airport code	yvr parking	high	5	1	0	0	0	0
yyz	Select one to refine your search	flights to yyz	car rental yyz	hotels at yyz			high	0	0	0	0	0	0
yyz	Select one to refine your search	yyz airport	yyz hotel				high	1	0	1	0	0	0
yyz	Select one to refine your search	yyz arrivals	yyz airport code	yyz weather	yyz parking	yyz hotels	high	3	0.5	0.5	0	0	0
yyz airport	Select one to refine your search	parking at yyz airport	hotels close to yyz airport				medium	0	0	0	0	0	0
yyz airport	Select one to refine your search	yyz airport code	yyz airport hotels	yyz airport parking	yyz airport car rental		medium	0	0	0	0	0	0
yyz airport	Select one to refine your search	yyz airport code	hotels	yyz airport parking	yyz airport weather		high	2	0	0	0	1	0
zafirlukast	Select one to refine your search	side effects for zafirlukast	contraindications of zafirlukast				low	0	0	0	0	0	0
zafirlukast	Select one to refine your search	zafirlukast brand name	zafirlukast mechanism of action				medium	7	1	0	0	0	0
zafirlukast	Select one to refine your search	zafirlukast brand name	side effects	cost	package insert	pronunciation	high	0	0	0	0	0	0
zaful clothing	Select one to refine your search	zaful clothing for women	zaful clothing for men	zaful clothing for boys			medium	4	1	0	0	0	0
zaful clothing	Select one to refine your search	zaful clothing for women	zaful clothing for men	zaful clothing for children	zaful clothing for boys		medium	0	0	0	0	0	0
zaful clothing	Select one to refine your search	zaful clothing for women	zaful clothing for men	zaful clothing for kids			medium	0	0	0	0	0	0
zag	Select one to refine your search	zag learning	zag management				low	0	0	0	0	0	0
zag	Select one to refine your search	zag shop	zag bar				medium	5	0	1	0	0	0
zag	Select one to refine your search	zag shop	zag tours	zag bar			low	0	0	0	0	0	0
zagg invisibleshield	Select one to refine your search	zagg invisibleshield for iphone 7	zagg invisibleshield iphone 8 plus	for iphone 5s	for iphone 6 plus		high	0	0	0	0	0	0
zagg invisibleshield	Select one to refine your search	for iphone 7	iphone 8 plus	for iphone 5s	for iphone 6 plus	ipad mini	high	0	0	0	0	0	0
zagg invisibleshield	Select one to refine your search	for iphone 7	iphone 8 plus	for iphone 6 plus			high	2	0	1	0	0	0
zakopane	Select one to refine your search	hotels in zakopane	restaurants in zakopane	shopping in zakopane			medium	0	0	0	0	0	0
zakopane	Select one to refine your search	zakopane weather	zakopane hotels	zakopane restaurants			medium	0	0	0	0	0	0
zakopane	Select one to refine your search	zakopane weather	zakopane hotels	zakopane webcam			medium	5	0	1	0	0	0
zalando lounge	Select one to refine your search	zalando lounge belgium	zalando lounge uk	zalando lounge poland			medium	0	0	0	0	0	0
zalando lounge	Select one to refine your search	zalando lounge nederland	zalando lounge belgique	zalando lounge uk			high	2	0	1	0	0	0
zalando lounge	Select one to refine your search	zalando lounge nederland	zalando lounge uk	zalando lounge belgique			medium	0	0	0	0	0	0
zalando lounge	Select one to refine your search	zalando lounge uk	zalando lounge belgium	zalando lounge poland			medium	0	0	0	0	0	0
zanesville ohio	Select one to refine your search	hotels	weather	zanesville ohio zip code	zanesville ohio restaurants		high	0	0	0	0	0	0
zanesville ohio	What would you like to know about this city?	weather	zip code	homes for sale	population		low	0	0	0	0	0	0
zanesville ohio	What would you like to know about this city?	zanesville ohio weather	zanesville ohio zip code	population	homes for sale		high	2	0	1	0	0	0
zanussi	Select one to refine your search	dishwasher	zanussi built in oven	zanussi tumble dryer	zanussi washer	zanussi hob	high	5	0	0	0	1	0
zanussi	Select one to refine your search	dishwasher	zanussi washing machine	zanussi fridge	oven		medium	7	0	1	0	0	0
zanussi	Select one to refine your search	zanussi washing machine	dishwasher	oven	zanussi fridge		high	7	0.333333333	0	0	0.666666667	0
zapain	Select one to refine your search	zapain tablets	zapain caplets				medium	0	0	0	0	0	0
zapain	Select one to refine your search	zapain tablets	zapain side effects				high	2	0	1	0	0	0
zapain	Select one to refine your search	zapain tablets	zapain side effects	zapain caplets			medium	0	0	0	0	0	0
zapain	Select one to refine your search	zapain tablets	zapain side effects	zapain for sale			medium	9	0.5	0.5	0	0	0
zara sale	Select one to refine your search	zara clothing sale	zara baby sale	zara bags on sale	zara shoes on sale	zara women sale	low	10	0	0.333333333	0	0.333333333	0.333333333
zara sale	Select one to refine your search	zara clothing sale	zara baby sale	zara shoes on sale	zara women sale	zara bags on sale	medium	0	0	0	0	0	0
zara sale	Select one to refine your search	zara clothing sale	zara bags on sale	zara shoes on sale			high	8	0.75	0	0.25	0	0
zara sale	Select one to refine your search	zara sale women	zara sale men	zara sale boys			medium	10	1	0	0	0	0
zara sale	Select one to refine your search	zara uk sale	zara usa sale	zara canada sale	zara china sale	zara india sale	medium	7	0.5	0	0.5	0	0
zebra printer	Select one to refine your search	zebra zt230 printer	zebra 105sl printer	zebra gk420t printer	zebra zm400 printer	zebra s4m printer	high	2	0	0	1	0	0
zebra printer	Select one to refine your search	zebra zt230 printer	zebra gk420t printer	zebra 105sl printer	zebra zm400 printer	zebra s4m printer	high	0	0	0	0	0	0
zebra printer	Select one to refine your search	zebra zt230 printer	zebra zm400 printer				high	0	0	0	0	0	0
zedge free ringtones	Select one to refine your search	android	iphone 6	iphone 5c	pc	iphone 5	high	6	0.333333333	0	0.333333333	0.333333333	0
zedge free ringtones	Select one to refine your search	cell phones	iphone	android	blackberry	samsung galaxy	high	5	0.333333333	0.333333333	0.333333333	0	0
zedge free ringtones	Select one to refine your search	iphone	android	blackberry	nokia	samsung	high	7	0	1	0	0	0
zedge free ringtones	Select one to refine your search	cell phones	iphone	android	samsung galaxy	blackberry	low	0	0	0	0	0	0
zen music	Select one to refine your search	zen music cd	zen music songs				medium	0	0	0	0	0	0
zen music	Select one to refine your search	zen relaxation music	zen meditation music	zen healing music	zen reiki music	zen massage music	high	0	0	0	0	0	0
zen music	Select one to refine your search	zen spa music	zen garden music	zen cafe music	zen lounge music		high	4	0	0	0.5	0.5	0
zep products	Select one to refine your search	zep cleaning products	zep laundry products				medium	4	1	0	0	0	0
zep products	Select one to refine your search	zep cleaning products	zep laundry products	zep bathroom products			medium	0	0	0	0	0	0
zep products	Select one to refine your search	zep cleaning products	zep soap products	floor cleaner products	zep air freshener products	degreaser products	low	0	0	0	0	0	0
zephyrhills florida	Select one to refine your search	homes for sale	rentals in				medium	0	0	0	0	0	0
zephyrhills florida	Select one to refine your search	weather for	zip code for	homes for sale	rentals in zephyrhills florida		high	2	0	1	0	0	0
zephyrhills florida	Select one to refine your search	zip code for	weather for	homes for sale zephyrhills florida	hotels in		medium	4	0	1	0	0	0
zephyrhills florida	What would you like to know about this city?	zephyrhills florida weather	zephyrhills florida zip code	homes for sale zephyrhills florida			medium	4	0	1	0	0	0
zero dark thirty	Select one to refine your search	cast	trailer	zero dark thirty book	review		high	0	0	0	0	0	0
zero dark thirty	Select one to refine your search	cast	trailer	review	zero dark thirty stream		high	3	1	0	0	0	0
zero dark thirty	Select one to refine your search	cast	trailer	review	streaming	summary	high	0	0	0	0	0	0
zero dark thirty	Select one to refine your search	cast	trailer	review	summary	streaming	high	0	0	0	0	0	0
zerorez	Select one to refine your search	zerorez air duct cleaning	zerorez carpet cleaning				medium	0	0	0	0	0	0
zerorez	Select one to refine your search	zerorez duct cleaning	zerorez carpet cleaning				high	4	0.75	0.25	0	0	0
zerorez	Select one to refine your search	zerorez duct cleaning	zerorez carpet cleaning	zerorez tile cleaning			high	9	0	0.75	0.25	0	0
zidovudine	Select one to refine your search	side effects	zidovudine mechanism of action	package insert	pronunciation	zidovudine brand name	high	0	0	0	0	0	0
zidovudine	Select one to refine your search	side effects	zidovudine mechanism of action	pronunciation	zidovudine brand name	cost	low	9	0	0	0	1	0
zidovudine	Select one to refine your search	side effects	package insert	pronunciation	zidovudine brand name	cost	low	0	0	0	0	0	0
ziera shoes	Select one to refine your search	ziera shoes australia	ziera shoes nz	ziera shoes uk			low	10	1	0	0	0	0
ziera shoes	Select one to refine your search	ziera shoes women	for boys				medium	0	0	0	0	0	0
ziera shoes	Select one to refine your search	ziera shoes women	ziera shoes for men	ziera shoes boys			low	0	0	0	0	0	0
ziera shoes	Select one to refine your search	ziera shoes women	ziera shoes for men	for kids			low	0	0	0	0	0	0
zillow apartment	Select one to refine your search	s for rent	s for sale				low	10	1	0	0	0	0
zillow apartment	Select one to refine your search	sale	rent				low	8	1	0	0	0	0
zillow apartment	Select one to refine your search	rent	sale				high	8	0.857142857	0.142857143	0	0	0
zillow chicago	Select one to refine your search	zillow apartments for rent chicago	zillow homes for sale chicago				medium	7	0	1	0	0	0
zillow chicago	Select one to refine your search	zillow homes for rent chicago	zillow homes for sale chicago				low	8	1	0	0	0	0
zillow chicago	Select one to refine your search	wildwood	lincoln park	hyde park	edgewater	lakeview	low	0	0	0	0	0	0
zillow colorado springs	Select one to refine your search	zillow condos for sale colorado springs	zillow house for sale colorado springs				medium	5	0	1	0	0	0
zillow colorado springs	Select one to refine your search	homes for rent	apartments in	condos for rent			medium	0	0	0	0	0	0
zillow colorado springs	Select one to refine your search	zillow rentals colorado springs	zillow homes for sale colorado springs				high	5	0.666666667	0.333333333	0	0	0
zillow for rent	Select one to refine your search	apartment for rent	house for rent	commercial property for rent	duplex for rent	townhouse for rent	low	0	0	0	0	0	0
zillow for rent	Select one to refine your search	apartments	commercial property for rent	zillow houses for rent			medium	9	1	0	0	0	0
zillow for rent	Select one to refine your search	zillow townhomes for rent	duplexes	zillow single family homes for rent			medium	0	0	0	0	0	0
zillow greensboro nc	Select one to refine your search	homes for sale	homes for rent	apartments for rent			medium	0	0	0	0	0	0
zillow greensboro nc	Select one to refine your search	zillow homes for sale greensboro nc	zillow rentals greensboro nc				medium	5	1	0	0	0	0
zillow greensboro nc	Select one to refine your search	homes for sale	zillow rentals in greensboro nc				low	0	0	0	0	0	0
zillow idaho	Select one to refine your search	zillow donnelly idaho	zillow nampa idaho				medium	0	0	0	0	0	0
zillow idaho	Select one to refine your search	zillow homes for sale idaho	zillow rentals in idaho	zillow foreclosures in idaho			low	0	0	0	0	0	0
zillow idaho	Select one to refine your search	zillow idaho homes for sale	zillow idaho weather				low	8	1	0	0	0	0
zillow raleigh nc	Select one to refine your search	zillow homes for sale raleigh nc	zillow homes for rent raleigh nc				low	0	0	0	0	0	0
zillow raleigh nc	Select one to refine your search	zillow rentals in raleigh nc	zillow homes for sale raleigh nc				low	9	1	0	0	0	0
zillow raleigh nc	Select one to refine your search	zillow rentals raleigh nc	zillow foreclosures raleigh nc	zillow real estate raleigh nc			low	0	0	0	0	0	0
zillow san antonio tx	Select one to refine your search	zillow foreclosures san antonio tx	zillow homes for sale san antonio tx	zillow rentals san antonio tx			low	0	0	0	0	0	0
zillow san antonio tx	Select one to refine your search	homes for sale	zillow homes for rent san antonio tx				low	8	1	0	0	0	0
zillow san antonio tx	Select one to refine your search	homes for sale	zillow homes for rent san antonio tx	apartments for rent			low	0	0	0	0	0	0
zillow san antonio tx	Select one to refine your search	homes for sale	zillow rentals san antonio tx				low	0	0	0	0	0	0
zillow vermont	Select one to refine your search	zillow homes for sale vermont	zillow rentals vermont	zillow foreclosures vermont			low	9	1	0	0	0	0
zillow vermont	Select one to refine your search	zillow vermont homes for rent	zillow vermont homes for sale				low	10	0	1	0	0	0
zillow vermont	Select one to refine your search	zillow vermont homes for rent	zillow vermont homes for sale	zillow vermont land for sale			low	8	0	1	0	0	0
zimmerman	Select one to refine your search	zimmerman furniture	zimmerman equipment	zimmerman real estate	zimmerman shoes	zimmerman clothing	high	3	0	0	0	0	1
zimmerman	Select one to refine your search	zimmerman furniture	zimmerman shoes	zimmerman clothing	zimmerman food	zimmerman transportation	high	1	1	0	0	0	0
zimmerman	Select one to refine your search	zimmerman middle school	zimmerman elementary				high	2	1	0	0	0	0
